response,freq,HS,activity,logRT,logPrej,pid,trial,patchnum,numwithinpatch,switchornot,cue_transitions,patchnum2,numwithinpatch2
owl,8.098242,13.6068,-1.5028136,0.6936470556015963,-1.9608445,7,12,7,2,0,0.0,8,0
pigeon,8.01205,13.950441,-1.1200333,1.6096378924367667,-2.4434037,7,13,7,3,1,1.0,9,0
giraffe,7.0409007,11.798723,1.7233582,1.7919261220073759,-2.510695,7,14,8,1,1,2.0,10,0
hawk,8.229741,12.212988,-1.5486708,2.1973356822749484,-2.270453,7,15,9,1,1,0.0,11,0
tiger,8.281227,12.300001,0.58249664,2.3979861777572986,-2.0130439,7,16,10,1,0,0.0,12,0
elephant,8.278831,13.6716795,0.5827914,0.6936470556015963,-1.0848475,7,17,10,2,1,0.0,13,0
rat,8.843021,12.494964,-0.05801153,1.3865443298750981,-1.6372283,7,18,11,1,0,0.0,14,0
mouse,8.734669,15.928724,0.2110622,1.09894556645823,-1.9449568,7,19,11,2,1,1.0,15,0
bear,9.4697275,13.1154585,-0.5030153,1.7919261220073759,-1.1755141,7,20,12,1,0,2.0,16,0
moose,7.8764725,13.528198,0.20265234,0.0009995003330834232,-1.31686,7,21,12,3,0,0.0,17,0
beaver,8.254935,12.553297,-1.0188029,1.3865443298750981,-1.290401,7,22,12,4,1,0.0,18,0
dog,9.247131,11.572321,1.5745795,1.09894556645823,-1.5142803,7,23,13,1,0,0.0,19,0
cat,8.985515,14.325035,0.870857,0.0009995003330834232,-3.6248326,7,24,13,2,1,1.0,20,0
iguana,6.706117,12.3343,0.07733297,1.7919261220073759,-1.2303219,7,25,14,1,1,2.0,21,0
ferret,7.2498455,12.223831,-0.36220145,1.09894556645823,-1.3653474,7,26,15,1,1,0.0,22,0
pig,8.733592,14.159929,-0.43317556,1.3865443298750981,-0.7386775,7,27,16,1,0,1.0,23,0
chicken,8.703944,14.956423,-0.36407304,0.6936470556015963,-1.042729,7,28,16,2,0,3.0,23,1
rooster,7.276048,16.023697,-1.0692179,1.3865443298750981,-1.0132067,7,29,16,3,0,3.0,23,2
cow,8.763902,14.357474,-0.64451075,0.0009995003330834232,-0.73746514,7,30,16,4,0,2.0,24,0
llama,6.863565,15.459034,-0.48476982,0.6936470556015963,-0.92998326,7,31,16,5,0,1.0,25,0
rabbit,8.530918,14.195112,-0.7450187,2.1973356822749484,-0.7218715,7,32,16,6,1,2.0,26,0
gazelle,7.1171856,13.7907,-0.03973782,2.3026850879943788,-0.7251377,7,33,17,1,0,0.0,27,0
antelope,7.662615,16.051407,-2.3209233,0.6936470556015963,-0.96913695,7,34,17,2,1,1.0,28,0
snake,8.501285,12.605209,1.0691586,2.1973356822749484,-0.8761339,7,35,18,1,0,2.0,29,0
salamander,7.1313314,12.946621,-1.2150111,1.3865443298750981,-2.5315673,7,36,18,2,0,1.0,30,0
newt,7.142747,15.164865,-1.9400375,0.0009995003330834232,-1.3165338,7,37,18,3,1,3.0,30,1
ant,8.35485,12.013996,-0.28870797,0.0009995003330834232,-1.1066456,7,38,19,1,0,2.0,31,0
fly,9.043542,14.14693,-1.1954408,1.09894556645823,-1.8375028,7,39,19,2,0,1.0,32,0
gnat,6.8859076,15.139574,-2.0287533,1.3865443298750981,-1.8583636,7,40,19,3,0,3.0,32,1
mosquito,8.023557,14.922521,-1.824149,0.6936470556015963,-1.1290183,7,41,19,4,0,3.0,32,2
bee,8.562807,13.708208,0.28857517,1.09894556645823,-1.2934332,7,42,19,5,0,3.0,32,3
ladybug,6.102893,13.613015,-1.6623473,1.09894556645823,-1.8865631,7,43,19,6,1,3.0,32,4
aardvark,5.9604874,11.443373,-1.4822075,1.9460529959950605,-0.89547276,7,44,20,1,0,2.0,33,0
anteater,6.02438,15.240355,-0.71161175,1.09894556645823,-0.80122995,7,45,20,2,0,1.0,34,0
mouse,8.734669,12.743612,0.2110622,0.6936470556015963,-3.2292771,8,2,2,1,1,,0,0
bird,9.1650715,12.545109,0.64898264,0.6936470556015963,-2.3713615,8,3,3,1,1,0.0,1,0
snake,8.501285,12.146439,1.0691586,0.6936470556015963,-3.3879511,8,4,4,1,0,0.0,2,0
hamster,7.4689918,11.91632,0.8201952,2.079566533867987,-3.5081787,8,5,4,2,0,0.0,3,0
kitten,7.527818,13.418737,-1.8928915,1.6096378924367667,-1.4303157,8,6,4,3,1,1.0,4,0
cow,8.763902,12.832621,-0.64451075,0.6936470556015963,-1.1432383,8,7,5,1,0,2.0,5,0
pig,8.733592,15.466529,-0.43317556,0.0009995003330834232,-1.5280662,8,8,5,2,0,1.0,6,0
sheep,9.106964,14.698289,-1.2447839,0.6936470556015963,-1.2049139,8,9,5,3,0,3.0,6,1
horse,9.460777,15.120814,-0.51891565,0.6936470556015963,-1.3025527,8,10,5,4,0,2.0,7,0
chicken,8.703944,14.537514,-0.36407304,0.6936470556015963,-1.3049728,8,11,5,5,1,1.0,8,0
jaguar,7.385849,12.242567,-0.3604108,1.6096378924367667,-0.9884566,8,12,6,1,0,2.0,9,0
cheetah,6.6782866,14.279139,1.2123458,0.6936470556015963,-1.5932443,8,13,6,2,0,0.0,10,0
lion,8.663146,14.826922,1.1276553,1.09894556645823,-1.6659856,8,14,6,3,0,1.0,11,0
lioness,6.8646274,15.922801,-1.3562102,0.6936470556015963,-2.3829236,8,15,6,4,1,3.0,11,1
cub,7.5156813,13.378956,-1.9988731,0.6936470556015963,-0.6187238,8,16,7,1,0,3.0,11,2
bear,9.4697275,13.136096,-0.5030153,1.09894556645823,-1.0580674,8,17,7,2,1,2.0,12,0
zebra,7.33688,13.061001,1.0181093,1.7919261220073759,-1.5348613,8,18,8,1,0,0.0,13,0
elephant,8.278831,14.61739,0.5827914,1.09894556645823,-1.6009945,8,19,8,2,0,1.0,14,0
hippopotamus,6.933396,14.593483,1.1898401,0.6936470556015963,-1.3239696,8,20,8,3,0,2.0,15,0
giraffe,7.0409007,14.030161,1.7233582,1.9460529959950605,-1.2231573,8,21,8,4,1,0.0,16,0
fox,8.901891,12.0920515,-1.256597,1.3865443298750981,-1.0843389,8,22,9,1,1,0.0,17,0
ostrich,7.4367714,12.229723,-1.7866931,1.9460529959950605,-0.8170666,8,23,10,1,1,0.0,18,0
koala,6.4397144,10.991107,1.880491,1.6096378924367667,-0.87114894,8,24,11,1,1,0.0,19,0
penguin,8.166074,11.851142,0.13859695,1.3865443298750981,-1.9994018,8,25,12,1,0,0.0,20,0
polar bear,6.879763,14.266316,0.9793277,1.6096378924367667,-1.4744179,8,26,12,2,1,0.0,21,0
rooster,7.276048,11.558971,-1.0692179,1.7919261220073759,-1.050158,8,27,13,1,1,0.0,22,0
monkey,8.25998,12.105595,1.4139525,1.7919261220073759,-0.58632994,8,28,14,1,1,0.0,23,0
panda,7.0408387,12.341725,0.0382514,1.6096378924367667,-1.8820491,8,29,15,1,1,0.0,24,0
buffalo,8.841423,12.048706,-1.7932403,1.9460529959950605,-0.86769915,8,30,17,1,0,0.0,25,0
bison,7.5698485,14.599199,-1.0473256,2.079566533867987,-0.56180143,8,31,17,2,1,1.0,26,0
turkey,8.929881,12.810659,-1.7151693,1.7919261220073759,-0.62964725,8,32,18,1,1,2.0,27,0
cougar,6.95645,12.430518,-0.3199916,2.639128755635788,-0.78305185,8,33,19,1,0,0.0,28,0
bull,9.068536,12.595301,-2.0570266,2.3026850879943788,-0.7007847,8,34,19,2,0,0.0,29,0
tiger,8.281227,13.244905,0.58249664,1.7919261220073759,-0.55159664,8,35,19,3,1,0.0,30,0
wombat,6.2836695,14.555952,-1.4691935,2.8904273119085677,-0.5067907,8,36,20,1,0,1.0,31,0
koala,6.4397144,12.283653,1.880491,0.6936470556015963,-6.6873584,9,2,2,1,0,,0,0
dingo,6.5241113,11.761349,-1.1615299,0.0009995003330834232,-6.312266,9,3,2,2,1,0.0,1,0
dog,9.247131,15.036848,1.5745795,1.09894556645823,-5.577401,9,4,3,1,0,0.0,2,0
cat,8.985515,14.325035,0.870857,0.0009995003330834232,-6.423484,9,5,3,2,1,1.0,3,0
mouse,8.734669,13.1154585,0.2110622,0.6936470556015963,-2.7948244,9,7,5,1,1,0.0,5,0
elephant,8.278831,12.1415,0.5827914,0.6936470556015963,-2.2150383,9,8,6,1,0,0.0,6,0
lion,8.663146,14.317562,1.1276553,1.3865443298750981,-2.5373497,9,9,6,2,0,0.0,7,0
tiger,8.281227,15.957723,0.58249664,1.7919261220073759,-2.2203374,9,10,6,3,1,1.0,8,0
polar bear,6.879763,14.183788,0.9793277,1.9460529959950605,-0.74042505,9,11,7,1,1,2.0,9,0
zebra,7.33688,12.58482,1.0181093,1.6096378924367667,-1.2965511,9,12,8,1,1,0.0,10,0
jellyfish,6.856433,12.234301,-1.6683452,1.3865443298750981,-1.655741,9,13,9,1,0,1.0,11,0
whale,8.224764,14.378436,0.87034935,1.09894556645823,-2.7477307,9,14,9,2,1,2.0,12,0
meerkat,5.4104195,12.071932,-0.47309577,1.9460529959950605,-2.7210975,9,15,10,1,1,0.0,13,0
hog,8.190234,13.194321,-1.4518061,0.6936470556015963,-1.0361599,9,16,11,1,1,0.0,14,0
warthog,5.9134007,13.856424,0.78979766,1.09894556645823,-0.9691392,9,17,12,1,1,0.0,15,0
chicken,8.703944,12.699308,-0.36407304,2.079566533867987,-1.1601682,9,18,13,1,0,0.0,16,0
rooster,7.276048,16.023697,-1.0692179,1.6096378924367667,-1.3416171,9,19,13,2,0,1.0,17,0
cow,8.763902,14.357474,-0.64451075,2.079566533867987,-0.954867,9,20,13,3,1,2.0,18,0
bull,9.068536,15.770885,-2.0570266,0.0009995003330834232,-1.179003,9,21,14,1,1,1.0,19,0
cattle,9.278189,15.453346,-1.7481921,0.6936470556015963,-1.0004833,9,22,15,1,0,3.0,19,1
horse,9.460777,14.830373,-0.51891565,2.1973356822749484,-0.8449342,9,23,15,2,1,2.0,20,0
seahorse,6.230598,11.280411,-0.16041434,1.3865443298750981,-1.1626662,9,24,16,1,0,0.0,21,0
penguin,8.166074,12.255683,0.13859695,2.3979861777572986,-2.1460705,9,25,16,2,0,0.0,22,0
shark,7.8841987,12.6740265,0.611025,1.6096378924367667,-1.4687169,9,26,16,3,0,0.0,23,0
narwhal,6.161372,14.663208,-1.8759313,0.6936470556015963,-1.3440665,9,27,16,4,1,1.0,24,0
duck,8.351821,11.144413,-0.6875971,2.079566533867987,-0.74747825,9,28,17,1,0,2.0,25,0
goose,8.162916,15.243243,-0.26029122,1.9460529959950605,-1.0154476,9,29,17,2,0,1.0,26,0
swan,8.213777,14.533393,-1.6070634,0.6936470556015963,-0.9684682,9,30,17,3,1,3.0,26,1
ocelot,6.025782,12.135881,-0.017059565,2.3979861777572986,-1.1630671,9,31,18,1,1,2.0,27,0
rabbit,8.530918,13.326744,-0.7450187,2.3026850879943788,-0.70704985,9,32,19,1,0,0.0,28,0
hamster,7.4689918,14.477096,0.8201952,3.178095496146581,-0.8798119,9,33,19,2,0,0.0,29,0
rat,8.843021,15.226865,-0.05801153,2.4849899796493045,-1.1148078,9,34,19,3,0,1.0,30,0
cat,8.985515,14.325035,0.870857,0.0009995003330834232,-5.044453,10,2,2,2,1,,0,0
elephant,8.278831,12.373092,0.5827914,0.6936470556015963,-1.7048236,10,3,3,1,1,2.0,1,0
dolphin,7.705347,12.696825,1.1312795,0.6936470556015963,-2.817388,10,4,4,1,1,0.0,2,0
squirrel,7.886292,11.53501,0.20738745,1.9460529959950605,-3.5044055,10,5,5,1,1,0.0,3,0
bird,9.1650715,13.655547,0.64898264,0.6936470556015963,-2.3563411,10,6,6,1,1,0.0,4,0
chipmunk,6.6536546,13.011678,1.1690071,1.9460529959950605,-3.0221825,10,7,7,1,0,0.0,5,0
mouse,8.734669,14.522398,0.2110622,0.0009995003330834232,-1.5566745,10,8,7,2,0,1.0,6,0
rat,8.843021,15.928724,-0.05801153,0.6936470556015963,-1.8171751,10,9,7,3,1,3.0,6,1
cheetah,6.6782866,12.596575,1.2123458,1.6096378924367667,-0.95335156,10,10,8,1,0,2.0,7,0
lion,8.663146,14.826922,1.1276553,0.0009995003330834232,-1.6376815,10,11,8,2,0,1.0,8,0
giraffe,7.0409007,14.160519,1.7233582,0.6936470556015963,-2.2510836,10,12,8,3,0,2.0,9,0
hippopotamus,6.933396,14.030161,1.1898401,1.6096378924367667,-1.4440681,10,13,8,4,0,0.0,10,0
rhino,7.0549827,14.833956,-0.42002368,1.3865443298750981,-1.2833195,10,14,8,5,1,1.0,11,0
polar bear,6.879763,13.474031,0.9793277,1.7919261220073759,-0.866246,10,15,9,1,0,2.0,12,0
walrus,7.1177874,14.243732,0.24954772,1.6096378924367667,-1.4841256,10,16,9,2,1,0.0,13,0
elk,8.115869,11.585354,-0.5356877,1.3865443298750981,-1.5964397,10,17,10,1,0,0.0,14,0
deer,8.729307,15.504894,-0.22081327,0.6936470556015963,-1.7529165,10,18,10,2,1,1.0,15,0
snake,8.501285,11.987598,1.0691586,1.6096378924367667,-1.6279702,10,19,11,1,1,2.0,16,0
otter,7.7928977,12.31444,-0.20783257,1.09894556645823,-2.678267,10,20,12,1,0,0.0,17,0
fish,9.652773,12.679844,0.4094454,0.6936470556015963,-1.1194183,10,21,12,2,1,0.0,18,0
wolf,8.697056,11.519325,-1.0423151,1.7919261220073759,-2.607035,10,22,13,1,0,0.0,19,0
coyote,7.6454744,15.938211,-1.4244925,0.6936470556015963,-0.6695895,10,23,13,2,0,1.0,20,0
moose,7.8764725,11.911573,0.20265234,0.6936470556015963,-0.452461,10,24,13,3,0,2.0,21,0
bear,9.4697275,13.528198,-0.5030153,0.0009995003330834232,-1.030482,10,25,13,4,1,0.0,22,0
crow,8.2725,13.1279125,-1.7845786,1.3865443298750981,-1.1623831,10,26,14,1,1,0.0,23,0
pony,7.9533544,11.8991375,-1.4983912,2.3026850879943788,-1.0280001,10,27,15,1,1,0.0,24,0
chinchilla,6.593344,13.640459,-0.5461509,2.1973356822749484,-0.7654606,10,28,16,1,1,1.0,25,0
worm,8.385086,11.167858,-1.1592584,2.1973356822749484,-0.7857853,10,29,17,1,0,2.0,26,0
beetle,8.078256,13.98406,-1.8607177,0.6936470556015963,-1.0093622,10,30,17,2,0,1.0,27,0
cockroach,7.0326066,15.668718,-0.31104857,0.6936470556015963,-1.7100765,10,31,17,3,1,3.0,27,1
starfish,7.0114336,10.982543,-0.9525354,2.3026850879943788,-1.5603266,10,32,18,1,0,2.0,28,0
shark,7.8841987,15.116349,0.611025,0.0009995003330834232,-1.3508554,10,33,18,2,0,1.0,29,0
whale,8.224764,15.465992,0.87034935,1.09894556645823,-1.2856559,10,34,18,3,1,3.0,29,1
gorilla,7.3137183,11.9331875,0.44351846,1.7919261220073759,-1.0048915,10,35,19,1,0,2.0,30,0
monkey,8.25998,14.176,1.4139525,1.09894556645823,-1.4501429,10,36,19,2,1,0.0,31,0
penguin,8.166074,11.791181,0.13859695,1.7919261220073759,-1.779141,10,37,20,1,0,0.0,32,0
coral,8.327646,12.369354,-1.5350306,2.4849899796493045,-1.1049314,10,38,20,2,1,0.0,33,0
eagle,8.609032,11.979561,-1.903922,1.7919261220073759,-0.63438165,10,39,21,1,1,0.0,34,0
lizard,7.679484,12.309008,0.4991113,1.9460529959950605,-0.898533,10,40,22,1,0,0.0,35,0
spider,8.1268215,13.175626,0.06374037,1.7919261220073759,-1.080026,10,41,22,2,1,0.0,36,0
bunny,7.4416757,12.168334,-0.41341448,2.995782272304033,-1.4260917,10,42,23,1,0,0.0,37,0
lion,8.663146,13.657394,1.1276553,1.3865443298750981,-1.7594746,11,2,1,4,0,,0,0
tiger,8.281227,15.957723,0.58249664,1.09894556645823,-3.0355654,11,3,1,5,1,1.0,1,0
bear,9.4697275,15.455345,-0.5030153,0.0009995003330834232,-0.9619698,11,4,2,1,1,3.0,1,1
monkey,8.25998,12.91654,1.4139525,1.3865443298750981,-1.5089855,11,5,3,1,1,2.0,2,0
panda,7.0408387,12.341725,0.0382514,1.09894556645823,-2.5910501,11,6,4,1,1,0.0,3,0
cheetah,6.6782866,13.432497,1.2123458,1.09894556645823,-1.4647642,11,7,5,1,0,0.0,4,0
jaguar,7.385849,14.279139,-0.3604108,0.6936470556015963,-0.8161754,11,8,5,2,1,1.0,5,0
horse,9.460777,12.212231,-0.51891565,0.6936470556015963,-0.5534384,11,9,6,1,1,2.0,6,0
coyote,7.6454744,12.307217,-1.4244925,1.09894556645823,-1.742701,11,10,7,1,1,0.0,7,0
bird,9.1650715,12.804446,0.64898264,2.079566533867987,-0.652424,11,11,8,1,1,0.0,8,0
koala,6.4397144,11.084757,1.880491,1.09894556645823,-2.6879337,11,12,9,1,1,0.0,9,0
flamingo,6.8980737,11.337507,-0.45277113,1.9460529959950605,-1.9757848,11,13,10,1,1,0.0,10,0
giraffe,7.0409007,13.232132,1.7233582,2.1973356822749484,-1.7529725,11,14,11,1,0,0.0,11,0
elephant,8.278831,15.255891,0.5827914,1.09894556645823,-1.596442,11,15,11,2,1,1.0,12,0
emu,7.398371,14.089441,-0.08142197,1.7919261220073759,-1.1760802,11,16,12,1,1,2.0,13,0
rhino,7.0549827,13.528981,-0.42002368,3.367330312150578,-1.0776083,11,17,13,1,0,0.0,14,0
ostrich,7.4367714,14.038284,-1.7866931,3.2581349988203177,-0.715183,11,18,13,2,1,1.0,15,0
yak,6.9000106,13.302913,-0.7599449,1.7919261220073759,-0.9023335,11,19,14,1,1,2.0,16,0
goat,8.287556,15.375435,-1.4169083,0.6936470556015963,-0.90911734,11,20,15,1,0,1.0,17,0
lamb,8.637704,15.429214,-3.2459736,1.3865443298750981,-0.86558396,11,21,15,2,0,3.0,17,1
sheep,9.106964,15.92455,-1.2447839,0.0009995003330834232,-1.0843486,11,22,15,3,0,3.0,17,2
cow,8.763902,15.66452,-0.64451075,0.6936470556015963,-1.0343697,11,23,15,4,0,3.0,17,3
pig,8.733592,15.466529,-0.43317556,1.3865443298750981,-0.8019661,11,24,15,5,0,3.0,17,4
llama,6.863565,15.215895,-0.48476982,1.3865443298750981,-0.7606529,11,25,15,6,0,3.0,17,5
rabbit,8.530918,14.195112,-0.7450187,2.7726512202867375,-0.58357406,11,26,15,7,0,2.0,18,0
skunk,7.2660403,15.080616,-1.2435367,1.3865443298750981,-0.9046246,11,27,15,8,1,1.0,19,0
anteater,6.02438,14.863271,-0.71161175,1.3865443298750981,-0.88055503,11,28,16,1,1,3.0,19,1
alligator,7.4510283,12.543183,1.1975237,1.7919261220073759,-0.86243546,11,29,17,1,0,2.0,20,0
crocodile,7.534795,15.438948,1.2002896,1.7919261220073759,-1.8432853,11,30,17,2,0,1.0,21,0
moose,7.8764725,10.916608,0.20265234,0.6936470556015963,-1.7594746,12,2,2,1,1,,0,0
buffalo,8.841423,12.325016,-1.7932403,0.6936470556015963,-4.1438475,12,3,3,1,0,0.0,1,0
giraffe,7.0409007,14.344847,1.7233582,1.09894556645823,-2.426989,12,4,3,2,0,0.0,2,0
monkey,8.25998,13.176134,1.4139525,1.7919261220073759,-3.2507253,12,5,3,3,0,0.0,3,0
lion,8.663146,12.827823,1.1276553,0.6936470556015963,-3.0612543,12,6,3,4,0,0.0,4,0
tiger,8.281227,15.957723,0.58249664,0.0009995003330834232,-2.5060236,12,7,3,5,1,1.0,5,0
bear,9.4697275,15.455345,-0.5030153,1.09894556645823,-0.8834409,12,8,4,1,1,3.0,5,1
labrador retriever,5.7969007,12.091894,-0.81661415,2.1973356822749484,-1.365556,12,9,5,1,0,2.0,6,0
puggle,4.418895,14.812566,-1.8672653,1.7919261220073759,-0.5165516,12,10,5,3,0,1.0,7,0
fish,9.652773,10.170319,0.4094454,2.833272165855592,-0.7536126,12,11,5,4,0,2.0,8,0
salmon,8.706235,14.502941,-2.3954287,1.6096378924367667,-3.3101506,12,12,5,5,1,1.0,9,0
whale,8.224764,14.130863,0.87034935,0.6936470556015963,-1.1983443,12,13,6,1,0,2.0,10,0
beluga,6.4519343,15.72005,-0.18574226,1.7919261220073759,-2.256772,12,14,6,2,0,1.0,11,0
killer whale,6.2078404,15.535928,-1.2885028,1.3865443298750981,-0.95896643,12,15,6,3,0,3.0,11,1
shark,7.8841987,14.920367,0.611025,0.6936470556015963,-0.7889753,12,16,6,4,0,2.0,12,0
turtle,8.067716,13.011423,0.9358722,1.09894556645823,-1.1711931,12,17,6,5,0,0.0,13,0
coral,8.327646,12.754071,-1.5350306,1.9460529959950605,-2.2923002,12,18,6,6,0,1.0,14,0
jellyfish,6.856433,15.585256,-1.6683452,1.7919261220073759,-0.9172517,12,19,6,7,1,3.0,14,1
snake,8.501285,12.477979,1.0691586,2.079566533867987,-0.9092425,12,20,7,1,1,2.0,15,0
cheetah,6.6782866,11.767258,1.2123458,2.7726512202867375,-2.418306,12,21,8,1,0,0.0,16,0
jaguar,7.385849,14.279139,-0.3604108,1.09894556645823,-0.7390256,12,22,8,2,1,1.0,17,0
spider,8.1268215,11.119171,0.06374037,1.6096378924367667,-0.50608504,12,23,9,1,1,2.0,18,0
human,10.209366,11.232431,-1.8344539,2.079566533867987,-1.888835,12,24,10,1,1,0.0,19,0
guinea pig,7.5533867,10.5080185,0.65618944,3.367330312150578,-1.3146188,12,25,11,1,0,0.0,20,0
hamster,7.4689918,14.7710085,0.8201952,1.09894556645823,-1.7507313,12,26,11,2,0,1.0,21,0
betta,6.1823797,12.248644,1.0233628,2.7081168655467533,-1.4150639,12,27,11,3,0,2.0,22,0
tiger,8.281227,15.957723,0.58249664,0.6936470556015963,-3.9631996,13,2,1,3,0,,0,0
panther,7.5974145,14.982593,-0.106794,0.6936470556015963,-1.1972791,13,3,1,4,0,3.0,0,1
bobcat,6.642092,14.896261,-1.2413697,2.1973356822749484,-1.3002759,13,4,1,5,0,3.0,0,2
lynx,7.295733,14.956787,-1.2716887,1.09894556645823,-1.6224267,13,5,1,6,0,3.0,0,3
jaguar,7.385849,14.786226,-0.3604108,2.3026850879943788,-1.3967422,13,6,1,7,1,3.0,0,4
bear,9.4697275,14.950926,-0.5030153,1.6096378924367667,-1.0857906,13,7,2,1,0,2.0,1,0
polar bear,6.879763,14.573507,0.9793277,1.3865443298750981,-1.608953,13,8,2,2,1,0.0,2,0
moose,7.8764725,13.343356,0.20265234,1.3865443298750981,-1.5303493,13,9,3,1,0,0.0,3,0
deer,8.729307,15.151693,-0.22081327,1.09894556645823,-2.107429,13,10,3,2,0,1.0,4,0
elk,8.115869,15.504894,-0.5356877,0.6936470556015963,-2.0386934,13,11,3,3,0,3.0,4,1
ram,8.518496,12.445597,-3.3753922,1.6096378924367667,-0.99061996,13,12,3,4,1,2.0,5,0
eagle,8.609032,12.091883,-1.903922,1.3865443298750981,-2.5972748,13,13,4,1,0,0.0,6,0
hawk,8.229741,15.588108,-1.5486708,1.9460529959950605,-2.1690202,13,14,4,2,0,1.0,7,0
cardinal,8.624529,14.380041,-2.5171301,1.6096378924367667,-2.1509075,13,15,4,3,1,3.0,7,1
panda,7.0408387,12.804666,0.0382514,1.09894556645823,-2.3695002,13,16,5,1,1,2.0,8,0
squirrel,7.886292,12.822394,0.20738745,1.7919261220073759,-1.4383299,13,17,6,1,0,0.0,9,0
chipmunk,6.6536546,15.877527,1.1690071,1.09894556645823,-2.2771773,13,18,6,2,1,1.0,10,0
owl,8.098242,13.485615,-1.5028136,1.09894556645823,-1.5678035,13,19,7,1,1,3.0,10,1
fish,9.652773,12.442123,0.4094454,0.6936470556015963,-1.8532938,13,20,8,1,0,2.0,11,0
otter,7.7928977,12.679844,-0.20783257,2.079566533867987,-4.131661,13,21,8,2,0,1.0,12,0
seal,9.017472,14.173136,-1.4291961,0.6936470556015963,-1.6731981,13,22,8,3,0,3.0,12,1
whale,8.224764,14.405951,0.87034935,0.6936470556015963,-1.8354192,13,23,8,4,0,2.0,13,0
dolphin,7.705347,15.366442,1.1312795,1.7919261220073759,-2.1019242,13,24,8,5,1,1.0,14,0
koala,6.4397144,10.561701,1.880491,1.09894556645823,-1.2525259,13,25,9,1,0,2.0,15,0
kangaroo,7.437985,13.437871,1.2155612,1.09894556645823,-1.950839,13,26,9,2,1,0.0,16,0
fox,8.901891,11.998373,-1.256597,2.3026850879943788,-1.7022656,13,27,10,1,0,0.0,17,0
raccoon,7.2334986,14.132961,-0.14996529,1.3865443298750981,-1.8388397,13,28,10,2,1,1.0,18,0
bat,8.329255,13.867128,-0.6104733,2.1973356822749484,-1.1467595,13,29,11,1,1,3.0,18,1
chimpanzee,7.246959,12.299257,0.2907952,1.9460529959950605,-1.534196,13,30,12,1,0,2.0,19,0
ape,7.7708087,15.579497,-0.8238075,0.6936470556015963,-1.9975771,13,31,12,2,0,1.0,20,0
monkey,8.25998,15.299568,1.4139525,1.6096378924367667,-1.6034752,13,32,12,3,0,3.0,20,1
spider monkey,5.652838,14.950036,-0.21671844,1.3865443298750981,-2.0778368,13,33,12,4,0,3.0,20,2
baboon,7.044648,14.867444,-0.41131818,1.6096378924367667,-0.6314453,13,34,12,5,1,3.0,20,3
snake,8.501285,11.4236145,1.0691586,1.7919261220073759,-0.676968,13,35,13,1,0,2.0,21,0
crocodile,7.534795,12.286375,1.2002896,2.079566533867987,-2.4953594,13,36,13,2,0,0.0,22,0
alligator,7.4510283,15.438948,1.1975237,1.09894556645823,-1.9165347,13,37,13,3,0,1.0,23,0
komodo dragon,5.299216,14.300138,0.27036726,2.639128755635788,-1.1685529,13,38,13,4,0,3.0,23,1
horse,9.460777,13.1565485,-0.51891565,0.6936470556015963,-3.9337246,14,2,3,1,1,,0,0
kangaroo,7.437985,12.236336,1.2155612,1.3865443298750981,-3.8900425,14,3,4,1,1,0.0,1,0
snake,8.501285,11.593761,1.0691586,0.6936470556015963,-2.8858805,14,4,5,1,1,0.0,2,0
lion,8.663146,11.171337,1.1276553,0.0009995003330834232,-4.0946074,14,5,6,1,0,0.0,3,0
tiger,8.281227,15.957723,0.58249664,0.6936470556015963,-2.8146956,14,6,6,2,1,1.0,4,0
parakeet,6.3692183,12.163133,-1.2134967,0.6936470556015963,-0.9342016,14,7,7,1,0,2.0,5,0
penguin,8.166074,11.969749,0.13859695,0.6936470556015963,-2.353688,14,8,7,2,0,0.0,6,0
parrot,7.6612816,12.722948,0.21154499,1.7919261220073759,-2.1286888,14,9,7,3,0,0.0,7,0
cat,8.985515,12.167284,0.870857,1.09894556645823,-2.194187,14,10,7,4,0,0.0,8,0
dog,9.247131,14.325035,1.5745795,0.6936470556015963,-2.4484196,14,11,7,5,0,0.0,9,0
chinchilla,6.593344,12.789011,-0.5461509,1.3865443298750981,-2.8589845,14,12,7,6,0,1.0,10,0
guinea pig,7.5533867,14.994701,0.65618944,0.6936470556015963,-1.2906069,14,13,7,7,0,3.0,10,1
rabbit,8.530918,13.534036,-0.7450187,0.6936470556015963,-1.657297,14,14,7,8,0,2.0,11,0
squirrel,7.886292,13.886426,0.20738745,1.7919261220073759,-1.0931665,14,15,7,9,0,0.0,12,0
mouse,8.734669,14.426892,0.2110622,0.6936470556015963,-1.602335,14,16,7,10,0,1.0,13,0
rat,8.843021,15.928724,-0.05801153,0.0009995003330834232,-1.661784,14,17,7,11,0,3.0,13,1
hamster,7.4689918,15.226865,0.8201952,1.9460529959950605,-0.85007256,14,18,7,12,1,3.0,13,2
hyena,6.8782196,12.974685,-2.0055203,1.7919261220073759,-0.72538626,14,19,8,1,1,3.0,13,3
deer,8.729307,12.7150345,-0.22081327,1.9460529959950605,-0.7906666,14,20,9,1,1,2.0,14,0
bat,8.329255,12.914703,-0.6104733,1.3865443298750981,-1.8363672,14,21,10,1,1,0.0,15,0
eagle,8.609032,13.9063835,-1.903922,1.6096378924367667,-1.1696646,14,22,11,1,1,1.0,16,0
elephant,8.278831,13.108111,0.5827914,2.4849899796493045,-1.425759,14,23,12,1,0,2.0,17,0
