response,freq,HS,activity,logRT,logPrej,pid,trial,patchnum,numwithinpatch,switchornot,cue_transitions,patchnum2,numwithinpatch2
pig,8.733592,14.91022,-0.43317556,1.09894556645823,-1.64654,100,9,6,4,1,1.0,7,0
elephant,8.278831,14.151159,0.5827914,1.09894556645823,-1.0587837,100,10,7,1,1,2.0,8,0
sheep,9.106964,13.657756,-1.2447839,0.6936470556015963,-2.362488,100,11,8,1,1,0.0,9,0
bull,9.068536,15.09318,-2.0570266,0.6936470556015963,-0.9975896,100,12,9,1,1,1.0,10,0
chicken,8.703944,14.150415,-0.36407304,1.09894556645823,-0.8553339,100,13,10,1,0,2.0,11,0
rooster,7.276048,16.023697,-1.0692179,1.09894556645823,-1.0036713,100,14,10,2,0,1.0,12,0
hen,8.471315,16.114489,-1.8579493,1.09894556645823,-0.7012687,100,15,10,3,1,3.0,12,1
crocodile,7.534795,10.651098,1.2002896,1.09894556645823,-0.63987374,100,16,12,1,1,2.0,13,0
ostrich,7.4367714,12.177548,-1.7866931,1.3865443298750981,-1.5943118,100,17,13,1,0,0.0,14,0
giraffe,7.0409007,14.134605,1.7233582,1.3865443298750981,-1.4690106,100,18,13,2,1,0.0,15,0
penguin,8.166074,13.363382,0.13859695,1.6096378924367667,-1.7661589,100,19,14,1,1,0.0,16,0
tiger,8.281227,12.763305,0.58249664,0.0009995003330834232,-2.0293307,100,20,15,1,0,0.0,17,0
lion,8.663146,15.957723,1.1276553,1.09894556645823,-1.9293997,100,21,15,2,1,1.0,18,0
bear,9.4697275,14.451857,-0.5030153,0.6936470556015963,-1.4385526,100,22,16,1,0,2.0,19,0
polar bear,6.879763,14.573507,0.9793277,1.3865443298750981,-1.1834952,100,23,16,2,1,0.0,20,0
snow leopard,6.028046,14.361708,-1.4145503,1.6096378924367667,-1.0064104,100,24,17,1,1,1.0,21,0
owl,8.098242,12.393705,-1.5028136,0.6936470556015963,-0.59485954,100,25,18,1,0,2.0,22,0
bird,9.1650715,14.557854,0.64898264,1.6096378924367667,-1.4117637,100,26,18,2,0,0.0,23,0
vulture,7.3094864,13.710716,-1.5841992,1.6096378924367667,-2.3981943,100,27,18,3,1,1.0,24,0
grasshopper,7.3828435,13.110221,-2.0775924,1.6096378924367667,-1.1659412,100,28,19,1,0,3.0,24,1
cricket,8.040471,14.899378,-2.0263002,1.09894556645823,-1.8531119,100,29,19,2,1,3.0,24,2
snake,8.501285,13.156032,1.0691586,1.09894556645823,-1.4049132,100,30,20,1,1,2.0,25,0
snail,7.6996565,14.402268,-0.43138158,1.09894556645823,-2.4770422,100,31,21,1,0,1.0,26,0
sponge,8.055747,12.653352,-2.709758,1.09894556645823,-1.0150877,100,32,21,2,0,3.0,26,1
crab,8.06861,11.704938,0.1938008,1.09894556645823,-2.011752,100,33,21,3,1,2.0,27,0
shrimp,8.124509,15.01409,-2.2732525,1.09894556645823,-1.9616222,100,34,22,1,0,1.0,28,0
bass,8.592796,13.818813,-2.5408301,1.09894556645823,-1.1766979,100,35,22,2,0,2.0,29,0
clownfish,5.323735,14.578004,-0.01020813,1.6096378924367667,-1.8239421,100,36,22,3,0,1.0,30,0
clam,7.5682845,13.878,-1.8545026,1.09894556645823,-1.6900432,100,37,22,4,0,3.0,30,1
oyster,8.096406,16.072788,-2.6065555,0.6936470556015963,-1.6424528,100,38,22,5,1,3.0,30,2
monkey,8.25998,10.50386,1.4139525,1.3865443298750981,-1.6289952,100,39,23,1,1,2.0,31,0
iguana,6.706117,12.646888,0.07733297,1.09894556645823,-1.915287,100,40,24,1,0,0.0,32,0
lizard,7.679484,14.044659,0.4991113,0.6936470556015963,-0.9298947,100,41,24,2,0,1.0,33,0
chameleon,7.0010114,14.75388,-0.6408036,1.7919261220073759,-1.1698966,100,42,24,3,1,3.0,33,1
tarantula,6.483608,12.565709,-1.2109628,1.6096378924367667,-0.7495506,100,43,25,1,0,3.0,33,2
mosquito,8.023557,12.702832,-1.824149,1.3865443298750981,-0.7968879,100,44,25,2,1,2.0,34,0
betta,6.1823797,9.355918,1.0233628,1.7919261220073759,-1.7639914,100,45,26,1,1,0.0,35,0
rhino,7.0549827,11.483995,-0.42002368,1.6096378924367667,-1.4858617,100,46,27,1,0,0.0,36,0
hippopotamus,6.933396,14.833956,1.1898401,1.09894556645823,-0.6012528,100,47,27,2,1,0.0,37,0
killer whale,6.2078404,12.3625145,-1.2885028,1.7919261220073759,-0.8362107,100,48,28,1,1,0.0,38,0
great white shark,5.665837,14.105365,-1.5248665,2.079566533867987,-1.9129044,100,49,29,1,0,1.0,39,0
panda,7.0408387,12.341725,0.0382514,0.6936470556015963,-6.156524,101,2,3,1,0,,0,0
bear,9.4697275,14.063886,-0.5030153,0.0009995003330834232,-3.5462542,101,3,3,2,1,0.0,1,0
insect,8.698835,10.971718,-1.5407169,1.6096378924367667,-3.7023435,101,4,4,1,1,0.0,2,0
fish,9.652773,12.072931,0.4094454,1.09894556645823,-3.822272,101,5,5,1,0,0.0,3,0
alligator,7.4510283,11.7353945,1.1975237,1.3865443298750981,-4.5633917,101,6,5,2,0,0.0,4,0
crocodile,7.534795,15.438948,1.2002896,2.079566533867987,-3.0468361,101,7,5,3,1,1.0,5,0
shark,7.8841987,12.984314,0.611025,1.3865443298750981,-1.5437815,101,8,6,1,1,2.0,6,0
cat,8.985515,10.40754,0.870857,1.6096378924367667,-2.1929455,101,9,7,1,0,0.0,7,0
dog,9.247131,14.325035,1.5745795,0.6936470556015963,-3.5837512,101,10,7,2,1,0.0,8,0
mouse,8.734669,12.743612,0.2110622,0.6936470556015963,-2.967021,101,11,8,1,0,0.0,9,0
rat,8.843021,15.928724,-0.05801153,0.6936470556015963,-2.0210762,101,12,8,2,1,1.0,10,0
tiger,8.281227,12.485602,0.58249664,0.6936470556015963,-0.99993783,101,13,9,1,0,2.0,11,0
lion,8.663146,15.957723,1.1276553,1.09894556645823,-1.5471,101,14,9,2,0,1.0,12,0
giraffe,7.0409007,14.160519,1.7233582,1.09894556645823,-1.4287952,101,15,9,3,1,2.0,13,0
bird,9.1650715,11.603536,0.64898264,1.3865443298750981,-1.5277197,101,16,10,1,0,0.0,14,0
hawk,8.229741,13.592292,-1.5486708,1.3865443298750981,-2.3125017,101,17,10,2,1,1.0,15,0
snake,8.501285,11.909201,1.0691586,2.079566533867987,-1.3659375,101,18,11,1,0,2.0,16,0
hamster,7.4689918,11.91632,0.8201952,1.3865443298750981,-2.3833013,101,19,11,2,0,0.0,17,0
gerbil,6.3419065,14.926446,1.1986861,1.3865443298750981,-0.8846607,101,20,11,3,0,1.0,18,0
guinea pig,7.5533867,14.183843,0.65618944,1.09894556645823,-0.75385725,101,21,11,4,1,3.0,18,1
pig,8.733592,13.277506,-0.43317556,1.09894556645823,-1.0256059,101,22,12,1,0,2.0,19,0
goat,8.287556,14.966982,-1.4169083,0.0009995003330834232,-1.0288509,101,23,12,2,0,1.0,20,0
horse,9.460777,14.831751,-0.51891565,0.6936470556015963,-0.7941848,101,24,12,3,0,2.0,21,0
chicken,8.703944,14.537514,-0.36407304,1.9460529959950605,-1.2293023,101,25,12,4,0,1.0,22,0
turkey,8.929881,15.058189,-1.7151693,1.09894556645823,-0.84532833,101,26,12,5,0,3.0,22,1
cow,8.763902,14.109738,-0.64451075,1.09894556645823,-0.8426658,101,27,12,6,1,3.0,22,2
jaguar,7.385849,12.576994,-0.3604108,2.5650262775800314,-0.7063074,101,28,13,1,0,2.0,23,0
panther,7.5974145,14.958786,-0.106794,1.7919261220073759,-0.45298362,101,29,13,2,0,1.0,24,0
leopard,7.6562376,15.79803,0.39975286,1.3865443298750981,-0.62975204,101,30,13,3,1,3.0,24,1
whale,8.224764,11.294487,0.87034935,2.1973356822749484,-0.5805929,101,31,14,1,1,2.0,25,0
vulture,7.3094864,11.540377,-1.5841992,1.3865443298750981,-1.4817393,101,32,15,1,0,0.0,26,0
quail,7.7560506,14.031118,-1.3079512,0.6936470556015963,-1.0012157,101,33,15,2,0,1.0,27,0
eagle,8.609032,13.546416,-1.903922,1.7919261220073759,-0.6329372,101,34,15,3,1,2.0,28,0
rattlesnake,7.2707524,11.916738,-1.5060878,2.3979861777572986,-0.9151056,101,35,16,1,1,0.0,29,0
tarantula,6.483608,14.373908,-1.2109628,2.639128755635788,-0.62085783,101,36,17,1,1,1.0,30,0
ostrich,7.4367714,11.864341,-1.7866931,2.3026850879943788,-1.1094875,101,37,18,1,0,2.0,31,0
ferret,7.2498455,13.692663,-0.36220145,1.3865443298750981,-1.7594746,102,2,1,3,1,,0,0
mouse,8.734669,13.791541,0.2110622,0.6936470556015963,-1.507867,102,3,2,1,0,3.0,0,1
rat,8.843021,15.928724,-0.05801153,0.0009995003330834232,-2.3367844,102,4,2,2,0,3.0,0,2
hamster,7.4689918,15.226865,0.8201952,2.1973356822749484,-1.1136222,102,5,2,3,1,3.0,0,3
goat,8.287556,13.705461,-1.4169083,0.0009995003330834232,-1.0671735,102,6,3,1,0,3.0,0,4
chicken,8.703944,14.352553,-0.36407304,0.6936470556015963,-1.182833,102,7,3,2,0,3.0,0,5
cow,8.763902,14.409694,-0.64451075,0.6936470556015963,-1.4500673,102,8,3,3,0,2.0,1,0
duck,8.351821,13.465173,-0.6875971,1.09894556645823,-1.4014322,102,9,3,4,0,0.0,2,0
goose,8.162916,15.243243,-0.26029122,1.09894556645823,-1.2683839,102,10,3,5,0,1.0,3,0
turkey,8.929881,14.610071,-1.7151693,0.6936470556015963,-1.3174464,102,11,3,6,0,3.0,3,1
pig,8.733592,13.917847,-0.43317556,1.09894556645823,-1.1903094,102,12,3,7,0,3.0,3,2
lamb,8.637704,14.522991,-3.2459736,1.6096378924367667,-1.0114527,102,13,3,8,0,3.0,3,3
sheep,9.106964,15.92455,-1.2447839,1.09894556645823,-1.0915817,102,14,3,9,0,3.0,3,4
fish,9.652773,12.057915,0.4094454,0.6936470556015963,-1.1053959,102,15,4,2,0,2.0,4,0
seal,9.017472,12.167007,-1.4291961,1.3865443298750981,-3.427252,102,16,4,3,0,0.0,5,0
shark,7.8841987,14.204977,0.611025,0.6936470556015963,-2.341522,102,17,4,4,0,0.0,6,0
dolphin,7.705347,14.805448,1.1312795,1.09894556645823,-2.2992482,102,18,4,5,0,0.0,7,0
penguin,8.166074,12.469675,0.13859695,2.3979861777572986,-1.9544588,102,19,4,6,1,0.0,8,0
monkey,8.25998,11.791181,1.4139525,0.6936470556015963,-2.212111,102,20,5,1,1,0.0,9,0
turtle,8.067716,11.21792,0.9358722,0.0009995003330834232,-2.5229826,102,21,6,1,0,0.0,10,0
tortoise,7.581317,14.317694,-0.42236626,0.6936470556015963,-2.2492042,102,22,6,2,0,1.0,11,0
frog,8.163962,12.394396,0.74017715,0.6936470556015963,-1.595351,102,23,6,3,1,2.0,12,0
gopher,7.1809707,11.6136675,-1.2073702,1.9460529959950605,-2.1089213,102,24,7,1,1,0.0,13,0
tiger,8.281227,12.867888,0.58249664,0.6936470556015963,-1.3182395,102,25,8,1,1,0.0,14,0
mule,8.073634,12.737243,-2.6377778,1.7919261220073759,-1.9164476,102,26,9,1,0,0.0,15,0
camel,7.979525,14.700937,-0.99439037,1.09894556645823,-0.89113915,102,27,9,2,0,1.0,16,0
giraffe,7.0409007,13.581619,1.7233582,1.6096378924367667,-0.7353449,102,28,9,3,0,2.0,17,0
lion,8.663146,14.160519,1.1276553,1.09894556645823,-1.8631407,102,29,9,4,1,0.0,18,0
groundhog,6.338394,12.994451,-0.7773843,2.3026850879943788,-1.4472468,102,30,10,1,1,0.0,19,0
zebra,7.33688,13.479966,1.0181093,1.6096378924367667,-1.0566852,102,31,11,1,0,0.0,20,0
ostrich,7.4367714,13.449214,-1.7866931,1.09894556645823,-1.0710417,102,32,11,2,0,1.0,21,0
bird,9.1650715,12.755169,0.64898264,0.6936470556015963,-1.0214365,102,33,11,5,1,2.0,22,0
snake,8.501285,12.146439,1.0691586,1.3865443298750981,-2.124661,102,34,12,1,1,0.0,23,0
chipmunk,6.6536546,12.791557,1.1690071,2.3026850879943788,-2.0527694,102,35,13,1,0,0.0,24,0
squirrel,7.886292,15.877527,0.20738745,1.3865443298750981,-0.8999728,102,36,13,2,1,1.0,25,0
jaguar,7.385849,13.34996,-0.3604108,2.3026850879943788,-0.7371422,102,37,14,1,1,3.0,25,1
platypus,6.426489,11.822063,1.3545604,0.6936470556015963,-0.5480752,102,38,15,1,1,2.0,26,0
crocodile,7.534795,11.97148,1.2002896,1.9460529959950605,-1.5458932,102,39,16,1,1,0.0,27,0
skunk,7.2660403,12.777676,-1.2435367,2.8904273119085677,-1.652809,102,40,17,1,0,1.0,28,0
bird,9.1650715,11.8872175,0.64898264,0.6936470556015963,-1.7594746,103,2,2,1,1,,0,0
fish,9.652773,12.589179,0.4094454,0.6936470556015963,-3.586871,103,3,3,1,0,0.0,1,0
parrot,7.6612816,11.351978,0.21154499,1.09894556645823,-3.4058807,103,4,3,2,0,0.0,2,0
akita,6.4979424,10.812403,-0.025265932,0.6936470556015963,-1.811475,103,5,3,3,0,0.0,3,0
great dane,6.235778,15.230532,-0.69215274,1.3865443298750981,-0.56595755,103,6,3,4,0,1.0,4,0
shih tzu,5.5738215,15.329137,-0.5036162,1.3865443298750981,-1.0299253,103,7,3,5,0,3.0,4,1
grey hound,4.769034,14.856784,0.7573563,1.6096378924367667,-0.9859136,103,8,3,6,1,3.0,4,2
siamese cat,5.649466,13.182293,0.21375668,1.3865443298750981,-0.63842475,103,9,4,1,1,2.0,5,0
parakeet,6.3692183,13.325674,-1.2134967,1.3865443298750981,-0.9626783,103,10,5,1,0,1.0,6,0
cockatiel,5.403753,15.555287,-1.5376873,1.6096378924367667,-1.6366262,103,11,5,3,1,3.0,6,1
shark,7.8841987,9.31238,0.611025,1.6096378924367667,-1.5384578,103,12,6,1,0,2.0,7,0
catfish,7.549231,14.345002,-1.2627717,1.09894556645823,-2.4426908,103,13,6,2,1,1.0,8,0
whale,8.224764,13.046447,0.87034935,1.09894556645823,-1.3432482,103,14,7,1,1,2.0,9,0
elephant,8.278831,13.233376,0.5827914,1.09894556645823,-1.8668118,103,15,8,1,0,0.0,10,0
monkey,8.25998,13.392207,1.4139525,0.6936470556015963,-2.2876801,103,16,8,2,1,0.0,11,0
walrus,7.1177874,10.867996,0.24954772,1.3865443298750981,-2.5421681,103,17,9,1,1,0.0,12,0
jellyfish,6.856433,12.841202,-1.6683452,2.4849899796493045,-1.2669929,103,18,10,1,1,1.0,13,0
crocodile,7.534795,12.246632,1.2002896,1.6096378924367667,-1.0804856,103,19,11,1,1,2.0,14,0
stingray,6.2277017,12.083817,-1.5637319,0.6936470556015963,-2.2808514,103,20,12,1,0,1.0,15,0
alligator,7.4510283,12.638103,1.1975237,0.6936470556015963,-0.76235795,103,21,12,2,1,2.0,16,0
marmoset,6.235017,11.042786,0.11538929,1.3865443298750981,-1.3105526,103,22,13,1,1,0.0,17,0
mountain lion,6.5962234,11.660901,-1.2286553,1.7919261220073759,-1.0102354,103,23,14,1,0,0.0,18,0
lion,8.663146,14.873382,1.1276553,0.0009995003330834232,-1.7611911,103,24,14,2,0,0.0,19,0
tiger,8.281227,15.957723,0.58249664,0.6936470556015963,-2.230328,103,25,14,3,1,1.0,20,0
bear,9.4697275,15.455345,-0.5030153,0.0009995003330834232,-0.81539965,103,26,15,1,1,3.0,20,1
colt,7.901596,11.924744,-1.7167501,0.6936470556015963,-1.119099,103,27,16,1,0,2.0,21,0
horse,9.460777,13.790995,-0.51891565,0.6936470556015963,-1.4587924,103,28,16,2,1,0.0,22,0
antelope,7.662615,13.226111,-2.3209233,1.6096378924367667,-1.4522343,103,29,17,1,1,1.0,23,0
polar bear,6.879763,12.4164,0.9793277,1.9460529959950605,-0.9605861,103,30,18,1,0,2.0,24,0
black bear,6.9384136,14.283789,-0.74299264,1.6096378924367667,-0.90525913,103,31,18,2,0,1.0,25,0
brown bear,6.5432096,15.432022,-0.8051107,1.3865443298750981,-0.78482044,103,32,18,3,0,3.0,25,1
grizzly,7.461551,16.12429,-0.4407581,1.3865443298750981,-0.55084574,103,33,18,4,0,3.0,25,2
panda,7.0408387,14.175358,0.0382514,1.09894556645823,-0.55635107,103,34,18,5,1,3.0,25,3
seal,9.017472,12.735271,-1.4291961,1.7919261220073759,-1.0126835,103,35,19,1,1,2.0,26,0
ferret,7.2498455,11.6243305,-0.36220145,2.995782272304033,-0.907194,103,36,20,1,1,0.0,27,0
gazelle,7.1171856,12.468044,-0.03973782,1.3865443298750981,-0.91129696,103,37,21,1,0,0.0,28,0
buffalo,8.841423,13.593278,-1.7932403,1.3865443298750981,-1.0801059,103,38,21,2,0,0.0,29,0
hyena,6.8782196,13.136158,-2.0055203,2.079566533867987,-0.96366656,103,39,21,3,1,1.0,30,0
rat,8.843021,13.630817,-0.05801153,1.3865443298750981,-0.73903084,103,40,22,1,1,2.0,31,0
pig,8.733592,13.58951,-0.43317556,0.0009995003330834232,-1.4742143,103,41,23,1,0,0.0,32,0
cattle,9.278189,15.010934,-1.7481921,1.09894556645823,-0.84828866,103,42,23,2,0,1.0,33,0
lion,8.663146,13.657394,1.1276553,0.0009995003330834232,-1.7594746,104,2,1,3,0,,0,0
tiger,8.281227,15.957723,0.58249664,0.0009995003330834232,-3.0355654,104,3,1,4,1,1.0,1,0
bear,9.4697275,15.455345,-0.5030153,0.6936470556015963,-0.9619698,104,4,2,1,1,3.0,1,1
zebra,7.33688,13.061001,1.0181093,1.09894556645823,-1.5089855,104,5,3,1,0,2.0,2,0
ostrich,7.4367714,13.449214,-1.7866931,0.6936470556015963,-2.1181252,104,6,3,2,1,1.0,3,0
panda,7.0408387,12.580355,0.0382514,0.6936470556015963,-1.8291616,104,7,4,1,1,2.0,4,0
monkey,8.25998,12.341725,1.4139525,1.09894556645823,-1.4832697,104,8,5,1,0,0.0,5,0
ape,7.7708087,15.299568,-0.8238075,0.0009995003330834232,-2.452806,104,9,5,2,0,1.0,6,0
gorilla,7.3137183,15.269222,0.44351846,1.3865443298750981,-0.8271062,104,10,5,3,0,3.0,6,1
chimpanzee,7.246959,15.172663,0.2907952,1.09894556645823,-1.1768858,104,11,5,4,1,3.0,6,2
bird,9.1650715,11.108719,0.64898264,1.09894556645823,-0.81255454,104,12,6,1,1,2.0,7,0
bat,8.329255,13.341354,-0.6104733,0.6936470556015963,-2.765403,104,13,7,1,1,1.0,8,0
groundhog,6.338394,13.190271,-0.7773843,1.7919261220073759,-1.4013544,104,14,8,1,1,3.0,8,1
dingo,6.5241113,13.844349,-1.1615299,0.0009995003330834232,-1.3549702,104,15,9,1,1,3.0,8,2
elephant,8.278831,13.148596,0.5827914,1.6096378924367667,-0.4567026,104,16,10,1,0,2.0,9,0
giraffe,7.0409007,15.255891,1.7233582,1.09894556645823,-1.3914301,104,17,10,2,1,0.0,10,0
walrus,7.1177874,12.600489,0.24954772,0.6936470556015963,-1.1028887,104,18,11,1,1,0.0,11,0
manatee,6.9129047,14.301697,-0.27935314,0.0009995003330834232,-1.90141,104,19,12,1,0,1.0,12,0
seal,9.017472,14.182804,-1.4291961,0.6936470556015963,-1.5833426,104,20,12,2,0,2.0,13,0
whale,8.224764,14.405951,0.87034935,1.09894556645823,-1.484688,104,21,12,3,1,0.0,14,0
pelican,7.396815,12.51179,-1.5400124,1.09894556645823,-2.2318375,104,22,13,1,0,0.0,15,0
heron,7.6773086,14.072632,-2.261,0.6936470556015963,-1.3187888,104,23,13,2,1,1.0,16,0
turtle,8.067716,11.784911,0.9358722,1.7919261220073759,-1.4067227,104,24,14,1,0,2.0,17,0
fish,9.652773,12.203395,0.4094454,1.6096378924367667,-2.2036622,104,25,14,3,0,0.0,18,0
salmon,8.706235,14.502941,-2.3954287,0.6936470556015963,-2.5306153,104,26,14,4,0,1.0,19,0
shrimp,8.124509,13.543394,-2.2732525,0.6936470556015963,-0.8535446,104,27,14,5,1,2.0,20,0
crawfish,6.7814493,15.114893,-1.0838121,1.09894556645823,-1.2540417,104,28,15,1,0,1.0,21,0
otter,7.7928977,11.812983,-0.20783257,0.6936470556015963,-1.5081489,104,29,15,2,0,2.0,22,0
beaver,8.254935,13.977135,-1.0188029,0.6936470556015963,-0.89541435,104,30,15,3,0,1.0,23,0
deer,8.729307,12.548693,-0.22081327,2.079566533867987,-1.1213977,104,31,15,4,0,2.0,24,0
moose,7.8764725,15.151693,0.20265234,1.09894556645823,-1.6201992,104,32,15,5,1,1.0,25,0
goose,8.162916,11.18573,-0.26029122,1.09894556645823,-1.0468091,104,33,16,1,0,2.0,26,0
hummingbird,6.897857,12.046506,-1.2946882,2.833272165855592,-1.3029948,104,34,16,2,1,0.0,27,0
squirrel,7.886292,13.338327,0.20738745,1.6096378924367667,-1.0410671,104,35,17,1,0,0.0,28,0
chipmunk,6.6536546,15.877527,1.1690071,1.09894556645823,-1.1815772,104,36,17,2,1,1.0,29,0
ant,8.35485,11.905177,-0.28870797,1.7919261220073759,-1.0001559,104,37,18,1,1,2.0,30,0
human,10.209366,11.320298,-1.8344539,1.6096378924367667,-1.9491946,104,38,19,1,1,0.0,31,0
crab,8.06861,9.634018,0.1938008,3.2581349988203177,-1.0993781,104,39,20,1,0,0.0,32,0
lobster,7.8247223,14.905795,-2.0292091,0.6936470556015963,-1.755522,104,40,20,2,1,1.0,33,0
eagle,8.609032,10.671499,-1.903922,2.4849899796493045,-0.8024794,104,41,21,1,1,2.0,34,0
crane,8.519874,15.30542,-2.176817,2.4849899796493045,-0.9734038,104,42,22,1,0,1.0,35,0
fish,9.652773,11.4408865,0.4094454,0.0009995003330834232,-1.7594746,105,2,1,3,1,,0,0
bird,9.1650715,12.589179,0.64898264,0.6936470556015963,-3.9215636,105,3,2,1,1,0.0,1,0
squirrel,7.886292,13.655547,0.20738745,2.3026850879943788,-3.0548058,105,4,3,1,1,1.0,2,0
penguin,8.166074,11.328041,0.13859695,1.09894556645823,-1.9114251,105,5,4,1,1,2.0,3,0
mouse,8.734669,11.367092,0.2110622,1.09894556645823,-2.802273,105,6,5,1,0,0.0,4,0
rat,8.843021,15.928724,-0.05801153,0.0009995003330834232,-1.9597709,105,7,5,2,1,1.0,5,0
skunk,7.2660403,13.393948,-1.2435367,1.09894556645823,-1.0076709,105,8,6,1,1,3.0,5,1
whale,8.224764,11.606998,0.87034935,1.7919261220073759,-1.2957208,105,9,7,1,0,2.0,6,0
dolphin,7.705347,15.366442,1.1312795,1.09894556645823,-2.6213722,105,10,7,2,1,1.0,7,0
elephant,8.278831,12.696825,0.5827914,1.6096378924367667,-1.4129064,105,11,8,1,0,2.0,8,0
rhinoceros,7.3018975,14.8989105,-0.42002368,1.09894556645823,-2.2201734,105,12,8,2,1,1.0,9,0
peacock,7.8933806,13.380094,-1.1051009,1.3865443298750981,-1.8125813,105,13,9,1,1,2.0,10,0
pig,8.733592,12.880247,-0.43317556,0.0009995003330834232,-1.6427089,105,14,10,1,0,0.0,11,0
horse,9.460777,14.91022,-0.51891565,1.3865443298750981,-1.1749674,105,15,10,2,0,1.0,12,0
cow,8.763902,15.285967,-0.64451075,0.0009995003330834232,-1.4056189,105,16,10,3,0,3.0,12,1
chicken,8.703944,14.409694,-0.36407304,1.3865443298750981,-0.90226126,105,17,10,4,1,2.0,13,0
hamster,7.4689918,13.035025,0.8201952,1.3865443298750981,-0.921669,105,18,11,2,0,0.0,14,0
guinea pig,7.5533867,14.7710085,0.65618944,1.09894556645823,-0.87429595,105,19,11,3,0,1.0,15,0
ferret,7.2498455,14.073407,-0.36220145,1.09894556645823,-0.98023677,105,20,11,4,0,3.0,15,1
snake,8.501285,11.663224,1.0691586,1.09894556645823,-0.69327605,105,21,11,5,0,2.0,16,0
frog,8.163962,12.810562,0.74017715,0.6936470556015963,-2.510776,105,22,11,6,0,0.0,17,0
snail,7.6996565,13.030581,-0.43138158,1.09894556645823,-1.8503137,105,23,11,7,0,1.0,18,0
octopus,7.2867985,13.151846,0.46494746,1.6096378924367667,-0.82214296,105,24,11,8,1,3.0,18,1
giraffe,7.0409007,11.665052,1.7233582,0.6936470556015963,-1.3637317,105,25,12,1,1,2.0,19,0
bear,9.4697275,13.596478,-0.5030153,0.6936470556015963,-1.4378021,105,26,13,1,1,0.0,20,0
lion,8.663146,14.451857,1.1276553,0.0009995003330834232,-1.5502644,105,27,14,1,0,0.0,21,0
tiger,8.281227,15.957723,0.58249664,0.6936470556015963,-1.8010286,105,28,14,2,0,1.0,22,0
leopard,7.6562376,15.12919,0.39975286,2.1973356822749484,-0.61037,105,29,14,3,0,3.0,22,1
cheetah,6.6782866,15.385563,1.2123458,2.3026850879943788,-0.7252004,105,30,14,4,1,3.0,22,2
alligator,7.4510283,11.730811,1.1975237,2.5650262775800314,-0.53391314,105,31,15,1,1,2.0,23,0
cougar,6.95645,12.139036,-0.3199916,1.7919261220073759,-1.4550246,105,32,16,1,1,0.0,24,0
duck,8.351821,11.266319,-0.6875971,1.7919261220073759,-0.42756438,105,33,17,1,0,0.0,25,0
goose,8.162916,15.243243,-0.26029122,0.6936470556015963,-0.75980234,105,34,17,2,1,1.0,26,0
fly,9.043542,9.788115,-1.1954408,2.079566533867987,-0.72774565,105,35,18,1,1,2.0,27,0
gerbil,6.3419065,10.220968,1.1986861,2.5650262775800314,-2.0471668,105,36,19,1,1,0.0,28,0
polar bear,6.879763,10.602372,0.9793277,3.52638993594835,-0.5691055,105,37,20,1,0,0.0,29,0
dolphin,7.705347,10.691256,1.1312795,1.3865443298750981,-1.7594746,106,2,2,1,1,,0,0
bird,9.1650715,11.846325,0.64898264,1.09894556645823,-4.3098965,106,3,3,1,1,0.0,1,0
giraffe,7.0409007,11.603536,1.7233582,2.079566533867987,-3.4932775,106,4,4,1,1,0.0,2,0
bear,9.4697275,13.596478,-0.5030153,0.6936470556015963,-3.2469015,106,5,5,1,1,0.0,3,0
kangaroo,7.437985,12.982462,1.2155612,1.9460529959950605,-2.34539,106,6,6,1,1,0.0,4,0
monkey,8.25998,11.753673,1.4139525,1.6096378924367667,-2.1077015,106,7,7,1,0,0.0,5,0
zebra,7.33688,13.614,1.0181093,2.079566533867987,-2.6590838,106,8,7,2,1,0.0,6,0
jaguar,7.385849,13.058912,-0.3604108,1.7919261220073759,-1.5303862,106,9,8,1,0,0.0,7,0
lion,8.663146,15.217971,1.1276553,1.6096378924367667,-1.2509136,106,10,8,2,1,1.0,8,0
snake,8.501285,11.171337,1.0691586,2.079566533867987,-1.9896086,106,11,9,1,1,2.0,9,0
whale,8.224764,11.65152,0.87034935,2.7081168655467533,-2.8880773,106,12,10,1,1,0.0,10,0
chimpanzee,7.246959,11.580376,0.2907952,2.7081168655467533,-1.738441,106,13,12,1,0,0.0,11,0
buffalo,8.841423,11.810724,-1.7932403,3.6376124751696053,-0.93659025,106,14,12,2,1,0.0,12,0
deer,8.729307,12.519886,-0.22081327,1.3865443298750981,-1.4257509,106,15,13,1,1,0.0,13,0
mouse,8.734669,11.818071,0.2110622,1.7919261220073759,-1.807955,106,16,14,1,1,0.0,14,0
fish,9.652773,11.4408865,0.4094454,0.6936470556015963,-1.7594746,107,2,1,3,1,,0,0
elephant,8.278831,12.690268,0.5827914,1.6096378924367667,-3.9215636,107,3,2,1,0,0.0,1,0
rhinoceros,7.3018975,14.8989105,-0.42002368,1.9460529959950605,-2.8225167,107,4,2,2,1,1.0,2,0
squirrel,7.886292,12.34876,0.20738745,1.3865443298750981,-2.1202335,107,5,3,1,0,2.0,3,0
rabbit,8.530918,13.886426,-0.7450187,0.0009995003330834232,-2.314157,107,6,3,2,0,0.0,4,0
chipmunk,6.6536546,13.715318,1.1690071,0.6936470556015963,-1.3266343,107,7,3,3,1,0.0,5,0
